2024-04-01_02:40:26 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-05_08:04:00 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_08:04:01 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-05_08:04:01 	res directory ./Qr/ doesn't exist, creating it!
2024-04-05_08:04:01 	Exception System.UnauthorizedAccessException ⇒ Access to the path '/Qr/' is denied.	System.UnauthorizedAccessException: Access to the path '/Qr/' is denied. ---> System.IO.IOException: Permission denied    --- End of inner exception stack trace ---   at System.IO.FileSystem.CreateDirectory (System.String fullPath) [0x001f1] in <12b418a7818c4ca0893feeaaf67f1e7f>:0    at System.IO.Directory.CreateDirectory (System.String path) [0x00033] in <12b418a7818c4ca0893feeaaf67f1e7f>:0    at Area23.At.Web.Util.Paths.get_QrDirPath () [0x0003c] in <32cdb44098a34642948b6807ce40984f>:0    at Area23.At.Web.S.Util.JsonHelper.GetShortenMapFromJson () [0x00002] in <681b2ed85ecd40df832ae43385d2f6e8>:0 	  at System.IO.FileSystem.CreateDirectory (System.String fullPath) [0x001f1] in <12b418a7818c4ca0893feeaaf67f1e7f>:0    at System.IO.Directory.CreateDirectory (System.String path) [0x00033] in <12b418a7818c4ca0893feeaaf67f1e7f>:0    at Area23.At.Web.Util.Paths.get_QrDirPath () [0x0003c] in <32cdb44098a34642948b6807ce40984f>:0    at Area23.At.Web.S.Util.JsonHelper.GetShortenMapFromJson () [0x00002] in <681b2ed85ecd40df832ae43385d2f6e8>:0 
2024-04-05_08:04:23 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_08:04:26 	Exception System.Net.WebException ⇒ The operation has timed out.	System.Net.WebException: The operation has timed out.   at System.Net.HttpWebRequest.RunWithTimeoutWorker[T] (System.Threading.Tasks.Task`1[TResult] workerTask, System.Int32 timeout, System.Action abort, System.Func`1[TResult] aborted, System.Threading.CancellationTokenSource cts) [0x00118] in <a85c1a570f9a4f9f9c3d2cfa5504e34f>:0    at System.Net.HttpWebRequest.GetResponse () [0x00019] in <a85c1a570f9a4f9f9c3d2cfa5504e34f>:0    at Area23.At.Web.S.Default.VerifyUri (System.String redirUrl) [0x001a4] in <681b2ed85ecd40df832ae43385d2f6e8>:0 	  at System.Net.HttpWebRequest.RunWithTimeoutWorker[T] (System.Threading.Tasks.Task`1[TResult] workerTask, System.Int32 timeout, System.Action abort, System.Func`1[TResult] aborted, System.Threading.CancellationTokenSource cts) [0x00118] in <a85c1a570f9a4f9f9c3d2cfa5504e34f>:0    at System.Net.HttpWebRequest.GetResponse () [0x00019] in <a85c1a570f9a4f9f9c3d2cfa5504e34f>:0    at Area23.At.Web.S.Default.VerifyUri (System.String redirUrl) [0x001a4] in <681b2ed85ecd40df832ae43385d2f6e8>:0 
2024-04-05_08:04:27 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_08:07:10 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_08:07:10 	Hash = 575895e0, redirecting to https://pinnxun.en.alibaba.com/ ...
2024-04-05_08:29:15 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_08:29:15 	Hash = 37808894, redirecting to https://hldwtg.en.alibaba.com/ ...
2024-04-05_12:36:56 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:36:56 	Hash = 🍁, redirecting to https://www.canada.ca/ ...
2024-04-05_12:37:00 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:37:00 	Hash = 🕁, redirecting to https://www.pul.va/ ...
2024-04-05_12:37:06 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:37:06 	Hash = 🚲, redirecting to https://ner.bike/ ...
2024-04-05_12:37:09 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:37:09 	Hash = 🚴, redirecting to https://www.lightest.bike/SHOP/ ...
2024-04-05_12:37:15 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:37:15 	Hash = 🛧, redirecting to https://duckduckgo.com/?q=site:aero&va=i&t=hb&ia=web# ...
2024-04-05_12:37:17 	192.95.30.12 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_12:37:17 	Hash = 🪠, redirecting to https://www.google.com/search?q=witch+broom ...
2024-04-05_16:47:43 	216.244.66.195 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-05_16:47:43 	Hash = 🪠, redirecting to https://www.google.com/search?q=witch+broom ...
2024-04-06_00:38:35 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_15:08:54 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_15:08:55 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-06_15:08:55 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_15:08:55 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_19:15:25 	216.244.66.195 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_19:15:25 	Hash = 🚲, redirecting to https://ner.bike/ ...
2024-04-06_19:15:29 	216.244.66.195 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-06_19:15:29 	Hash = 🛧, redirecting to https://duckduckgo.com/?q=site:aero&va=i&t=hb&ia=web# ...
2024-04-08_05:48:04 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_05:48:04 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_05:48:04 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_05:48:14 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_05:48:14 	Hash = 97a4bf8d, redirecting to https://www.deviantart.com/digidink ...
2024-04-08_05:50:22 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_07:18:41 	216.244.66.195 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_07:18:41 	Hash = 🚴, redirecting to https://www.lightest.bike/SHOP/ ...
2024-04-08_10:11:27 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:11:27 	Hash = 🍁, redirecting to https://www.canada.ca/ ...
2024-04-08_10:11:31 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:11:31 	Hash = 🕁, redirecting to https://www.pul.va/ ...
2024-04-08_10:13:02 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:13:02 	Hash = 🚲, redirecting to https://ner.bike/ ...
2024-04-08_10:13:06 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:13:06 	Hash = 🚴, redirecting to https://www.lightest.bike/SHOP/ ...
2024-04-08_10:13:13 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:13:13 	Hash = 🛧, redirecting to https://duckduckgo.com/?q=site:aero&va=i&t=hb&ia=web# ...
2024-04-08_10:13:16 	65.108.2.171 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:13:16 	Hash = 🪠, redirecting to https://www.google.com/search?q=witch+broom ...
2024-04-08_10:56:54 	216.244.66.195 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_10:56:54 	Hash = 🕁, redirecting to https://www.pul.va/ ...
2024-04-08_15:19:22 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_15:19:22 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_15:19:23 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_15:19:26 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_15:19:27 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_15:19:31 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_15:19:31 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_16:52:41 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_16:52:41 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_16:52:41 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_16:52:41 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_16:50:56 	 Executing: /usr/local/bin/bccmd.sh 10 + 2
2024-04-08_16:50:56 	ProcessCmd.Execute(filepath = $/usr/local/bin/bccmd.sh, args = 10 + 2, useShellExecute = False) called ...
2024-04-08_16:50:56 	ProcessCmd.Execute consoleOutput: 12

2024-04-08_17:09:49 	new session started at 2024-04-08_17:09:49 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-08_17:32:54 	new session started at 2024-04-08_17:32:54 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-08_17:32:55 	new session started at 2024-04-08_17:32:55 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-08_17:40:21 	new session started at 2024-04-08_17:40:21 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-08_17:40:21 	new session started at 2024-04-08_17:40:21 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-08_17:08:19 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:08:19 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:08:41 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:08:42 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:08:52 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:08:52 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:09:17 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:09:17 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:09:40 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:09:40 	Hash = cd2d66, redirecting to https://linuxmint-installation-guide.readthedocs.io/en/latest/efi.html#efi-boot-order ...
2024-04-08_17:22:05 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:22:05 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_17:23:07 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:23:07 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:26:57 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:26:58 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:27:01 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:27:02 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:32:50 	217.182.175.162 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:32:50 	217.182.175.162 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_17:40:21 	51.15.164.30 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_17:40:21 	51.15.164.30 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_19:57:33 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_19:57:33 	217.149.168.66 new Session started object sender=System.Web.SessionState.SessionStateModule, EventArgs e=System.EventArgs
2024-04-08_20:16:16 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_20:16:19 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_20:16:20 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_20:16:27 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-08_20:16:27 	217.149.168.66 begin request object sender=ASP.global_asax, EventArgs e=System.EventArgs
2024-04-10_11:04:41 	application error at 2024-04-10_11:04:41 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_11:06:00 	application error at 2024-04-10_11:06:00 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_12:10:59 	application error at 2024-04-10_12:10:59 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_12:11:04 	application error at 2024-04-10_12:11:04 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_12:11:10 	new session started at 2024-04-10_12:11:10 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-10_12:11:26 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:11:26 	ProcessCmd.Execute consoleOutput: A male gynecologist is like an auto mechanic who has never owned a car.
		-- Carrie Snow

2024-04-10_12:11:26 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:11:26 	ProcessCmd.Execute consoleOutput: Although we modern persons tend to take our electric lights, radios, mixers,
etc., for granted, hundreds of years ago people did not have any of these
things, which is just as well because there was no place to plug them in.
Then along came the first Electrical Pioneer, Benjamin Franklin, who flew a
kite in a lighting storm and received a serious electrical shock.  This
proved that lighting was powered by the same force as carpets, but it also
damaged Franklin's brain so severely that he started speaking only in
incomprehensible maxims, such as "A penny saved is a penny earned."
Eventually he had to be given a job running the post office.
		-- Dave Barry, "What is Electricity?"

2024-04-10_12:12:18 	application error at 2024-04-10_12:12:18 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_12:12:20 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:12:20 	ProcessCmd.Execute consoleOutput: Why is it that when you DIE, you can't take your HOME ENTERTAINMENT
CENTER with you??

2024-04-10_12:12:20 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:12:20 	ProcessCmd.Execute consoleOutput: I guess what I'm saying is that the croak in question is requiring
agreement (in the linguistic sense) that isn't buying us anything.
		-- Larry Wall in <199709241628.JAA08908@wall.org>

2024-04-10_12:12:28 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:12:28 	ProcessCmd.Execute consoleOutput: over in west Philadelphia a puppy is vomiting ...

2024-04-10_12:12:28 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:12:28 	ProcessCmd.Execute consoleOutput: Much to his Mum and Dad's dismay, Horace ate himself one day.
He didn't stop to say his grace, he just sat down and ate his face.
"We can't have this!" his Dad declared, "If that lad's ate, he should
	be shared."
But even as he spoke they saw Horace eating more and more:
First his legs and then his thighs, his arms, his nose, his hair, his eyes...
"Stop him someone!" Mother cried, "Those eyeballs would be better fried!"
But all too late, for they were gone, and he had started on his dong...
"Oh! foolish child!" the father mourns "You could have deep-fried that
	with prawns,
Some parsley and and some tartar sauce..."
But H. was on his second course: his liver and his lights and lung,
His ears, his neck, his chin, his tongue; "To think I raised him from the cot,
And now he's going to scoff the lot!"
His Mother cried: "What shall we do?  What's left won't even make a stew..."
And as she wept, her son was seen, to eat his head, his heart his spleen.
and there he lay: a boy no more, just a stomach on the floor...
None the less, since it *was* his, they ate it -- that's what haggis is.

2024-04-10_12:13:10 	new session started at 2024-04-10_12:13:10 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-10_12:13:10 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:13:10 	ProcessCmd.Execute consoleOutput: ... or were you driving the PONTIAC that HONKED at me in MIAMI last Tuesday?

2024-04-10_12:13:10 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:13:10 	ProcessCmd.Execute consoleOutput: "...little children who have begun to live in their mothers' womb
 and have there died, or who, having just been born, have passed
 away from the world without the sacrament of holy baptism...
 must be punished by the eternal torture of undying fire."
        [quoted in  _Hell, A Christian Doctrine_]

2024-04-10_12:26:24 	new session started at 2024-04-10_12:26:24 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-10_12:31:04 	application error at 2024-04-10_12:31:04 object sender = ASP.global_asax, EventArgs e = System.EventArgs
2024-04-10_12:31:29 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:31:29 	ProcessCmd.Execute consoleOutput: QOTD:
	"Are you into casual sex, or should I dress up?"

2024-04-10_12:31:29 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:31:29 	ProcessCmd.Execute consoleOutput: So this elderly couple were sitting in their tiny cold water flat on the
lower East Side when the husband said, "Doris, we're in bad shape.  Inflation
has eaten up our Social Security check.  The next one isn't due for a week
and we've got no money left for food."
	"Could I do anything to help?" she asked.
	"Yes," he said.  "I hate to see you do this but it's the only way.
You're going to have to go out and hustle."
	"Me?" she asked.  "At the age of sixty-five?"
	"It's the only way," he said.
Resigned to the situation, she went out into the warm night.  She came
staggering in early the next morning.
	"How did you do?" asked the husband.
	"Here," she said, "I've got four dollars and ten cents."
	"Four dollars and ten cents," he said .  "Who gave you the ten cents?"
	"Everybody," she said.

2024-04-10_12:35:21 	new session started at 2024-04-10_12:35:21 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-10_12:35:21 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:35:21 	ProcessCmd.Execute consoleOutput: A mystic is someone who wants to understand
the universe, but is too lazy to study physics

2024-04-10_12:35:21 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:35:21 	ProcessCmd.Execute consoleOutput: Decay and Renewal

Empty the self completely;
Embrace perfect peace.
The world will rise and move;
Watch it return to rest.
All the flourishing things
Will return to their source.
This return is peaceful;
It is the flow of nature,
An eternal decay and renewal.
Accepting this brings enlightenment,
Ignoring this brings misery.
Who accepts nature's flow becomes all-cherishing;
Being all-cherishing he becomes impartial;
Being impartial he becomes magnanimous;
Being magnanimous he becomes natural;
Being natural he becomes one with the Way;
Being one with the Way he becomes immortal:
Though his body will decay, the Way will not.
		-- Lao Tse, "Tao Te Ching"

2024-04-10_12:36:23 	new session started at 2024-04-10_12:36:23 object sender = System.Web.SessionState.SessionStateModule, EventArgs e = System.EventArgs
2024-04-10_12:36:23 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:36:23 	ProcessCmd.Execute consoleOutput: Whatever you say about pornography, sex is here to stay.

2024-04-10_12:36:23 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:36:23 	ProcessCmd.Execute consoleOutput: I see the eigenvalue in thine eye,
I hear the tender tensor in thy sigh.
Bernoulli would have been content to die
Had he but known such _a-squared cos 2(phi)!
		-- Stanislaw Lem, "Cyberiad"

2024-04-10_12:36:40 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:36:40 	ProcessCmd.Execute consoleOutput: "Those who believe in hell can never know
 truth, for they are blinded by fear."
         [Emmett F. Fields]

2024-04-10_12:36:40 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:36:40 	ProcessCmd.Execute consoleOutput: "Miracles happen to those who believe in them.  Otherwise
 why does not the Virgin Mary appear to Lamaists, Mohammedans,
 or Hindus who have never heard of her."
           [Bernard Berenson (1865-1959),
            New York Times Book Review]

2024-04-10_12:36:56 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:36:56 	ProcessCmd.Execute consoleOutput: Some of the management around here are the final proof that the Indians
fucked the buffalo.

2024-04-10_12:36:56 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:36:56 	ProcessCmd.Execute consoleOutput: "Men think epilepsy divine, merely because they do not understand
 it.  But if they called everything divine which they do not
 understand, why, there would be no end of divine things."
                   [Hippocrates]

2024-04-10_12:37:13 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:37:13 	ProcessCmd.Execute consoleOutput: "I would suggest the taxation of all property
 equally whether church or corporation."
      [Ulysses S. Grant (1822-1885)]

2024-04-10_12:37:13 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:37:13 	ProcessCmd.Execute consoleOutput: Since this database is not used for profit, and since entire works are not
published, it falls under fair use, as we understand it.  However, if any
half-assed idiot decides to make a profit off of this, they will need to
double check it all...
		-- Notes included with the default fortunes database

2024-04-10_12:37:30 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:37:30 	ProcessCmd.Execute consoleOutput: A foolish geologist from Kissen
Just didn't know what he was missin',
	By studying rock
	And neglecting his cock,
And using it merely for pissin'.

2024-04-10_12:37:30 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:37:30 	ProcessCmd.Execute consoleOutput: A child can go only so far in life without potty training.  It is not
mere coincidence that six of the last seven presidents were potty
trained, not to mention nearly half of the nation's state legislators.
		-- Dave Barry

2024-04-10_12:37:46 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:37:46 	ProcessCmd.Execute consoleOutput: A vacuum is a hell of a lot better than some of the stuff that nature
replaces it with.
		-- Tennessee Williams

2024-04-10_12:37:46 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:37:46 	ProcessCmd.Execute consoleOutput: There was a young man of St. John's
Who wanted to bugger the swans.
	But the loyal hall porter
	Said, "Pray take my daughter!
Those birds are reserved for the dons."

2024-04-10_12:38:03 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args = -o -s  , useShellExecute = False) called ...
2024-04-10_12:38:03 	ProcessCmd.Execute consoleOutput: There once was a girl from Madras
Who had such a beautiful ass --
	It was not round and pink
	(As you bastards think)
But had two ears, a tail, and ate grass.

2024-04-10_12:38:03 	ProcessCmd.Execute(filepath = $/usr/games/fortune, args =  -a -l , useShellExecute = False) called ...
2024-04-10_12:38:03 	ProcessCmd.Execute consoleOutput: On an isolated stretch of beach near Cannes, a beautiful French girl threw
herself into the sea and drowned despite a young man's attempt to save her.
The man dragged the half-nude body ashore and left it on the sand while he
went to notify the authorities.  Upon his return, he was horrified to find
a man making love to the corpse.
	"Monsieur, monsieur," he shouted, "that woman is dead,
that woman is dead!"
